@CDE,LABEL,DESCRIPTION,SYNONYMS,UNIT,CATEGORY,SOURCE_FILE,FILE_DESCRIPTION,DSSAT_VERSION,SO,NAME,ALIAS
PS,,Daily pest and disease damage output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Pest.OUT,OUTD
PC,,Daily plant carbon output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantC.OUT,OUTPC
PG,,Daily plant growth output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantGro.OUT,OUTG
PN,,Daily plant nitrogen output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantN.OUT,OUTPN
PP,,Daily plant phosphorus output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantP.OUT,
,,Daily soil dynamics output file (temp),,temp,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilDyn.OUT,
SN,,Daily inorganic soil N output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilNi.OUT,
SC,,Daily soil carbon output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilOrg.OUT,
SP,,Daily inorganic soil phosphorus output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilPi.OUT,
SK,,Daily inorganic soil potassium output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilKi.OUT,
TS,,Daily soil temperature output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilTemp.OUT,OUTT
SW,,Daily soil water output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilWat.OUT,OUTWAT
LC,,Daily soil organic matter carbon output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SOMLITC.OUT,OUTSOMC
LN,,Daily soil organic matter nitrogen output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SOMLITN.OUT,OUTSOMN
LP,,Daily soil organic matter phosphorus output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SOMLITP.OUT,OUTSOMP
WE,,Daily weather output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Weather.OUT,OUTWTH
,,Daily output from EAAMOD high water table model,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,EAAMOD.OUT,
,,Daily fresh fruit weight,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,FreshWt.OUT,
,,Daily surface mulch output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Mulch.OUT,
,,Casupro sugarcane output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PrimaryStalk.OUT,PSTALK
,,Casupro sugarcane output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,CSP_SENES.OUT,CSP_SENES
,,Casupro sugarcane output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,CSP_PHOTO.OUT,CSP_PHOTO
,,Casupro sugarcane output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,CSP_GrowCane.OUT,CSP_GRO
,,Casupro sugarcane output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,CSP_PHEN.OUT,OUTPHNL
,,Casupro sugarcane output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantKg.OUT,OUTKG
,,Generic (temporary) output file,,temporary,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Generic.OUT,
,,Generic plant routine,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SALUS.OUT,
NO,,Soil N2O and N2 daily emissions output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,N2O.OUT,
,,Water potential - daily,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Potential.OUT,
G2,,Wheat and barley specific output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantGr2.OUT,
GF,,Wheat and barley specific output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantGrf.OUT,
,,Water potential - daily,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Potential.OUT,
,,Forage daylength signal for stolon daily output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Dormancy.OUT,
,,Forage plant mobilization and refill of storage,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantMob.OUT,
,,Forage storage organ characteristics daily output,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Storage.OUT,
,,Daily plant nitrogen output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,plantn.csv,
,,Evaluation output file (simulated vs. measured),,simulated vs. measured,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,evaluate.csv,
,,Daily plant carbon output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,plantc.csv,
,,Daily plant growth output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,plantgr2.csv,
,,Daily plant growth output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,plantgrf.csv,
,,Daily soil water output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,soilwat.csv,
,,Daily soil temperature output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,soiltemp.csv,
,,Daily soil-plant-atmosphere output file in CSV,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,et.csv,
,,Daily inorganic soil N output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,soilni.csv,
,,Daily weather output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,weather.csv,
,,Daily soil carbon output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,soilorg.csv,
,,Daily evapotranspiration output file in CSV,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,etphot.csv,
,,Daily surface mulch output file in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,mulch.csv,
,,Daily plant phosphorus output in CSV format,,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,plantp.csv,
,,"Daily inorganic soil phosphorus output file, CSV",,,!Daily csv format files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,soilpi.csv,
EV,,Evaluation output file (simulated vs. measured),,simulated vs. measured,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Evaluate.OUT,SEVAL
ME,,Management event output file,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,MgmtEvent.OUT,
OP,,Operations summary output file,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,MgmtOpsSum.OUT,SOUTM
,,Mulch water balance file,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,MulWatBal.OUT,
OV,,Seasonal overview output file,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,OVERVIEW.OUT,OUTO
,,Not currently operational,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantCBal.OUT,PCBAL
,,Plant nitrogen balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantNBal.OUT,PNBAL
,,Plant phosphorus balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,PlantPBal.OUT,
,,Not currently operational,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Plantsum.OUT,SOUTG
,,Seasonal soil carbon balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilCBal.OUT,SCBAL
,,Seasonal soil potassium balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilKBal.OUT,SKBAL
,,Soil N balance summary,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SolNBalSum.OUT,
,,Seasonal soil N balance (v4.02 and earlier),,v4.02 and earlier,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilNBal.OUT,SNBAL
,,Seasonal inorganic soil N balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilNiBal.OUT,
,,Seasonal organic soil N balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilNoBal.OUT,
,,Soil P balance summary,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SolPBalSum.OUT,
,,Seasonal inorganic soil P balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilPiBal.OUT,
,,Seasonal organic soil P balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilPoBal.OUT,
,,Seasonal soil water balance,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilWatBal.OUT,SWBAL
SU,,Seasonal summary output file,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,Summary.OUT,OUTSUM
,,Not currently operational,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,WeatherSum.OUT,SOUTWTH
,,Temporary,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SoilWatBal2.OUT,
FH,,Forage harvest output file,,,!Seasonal summary output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,FORAGE.OUT,FORHARV
,,Error messages,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,ERROR.OUT,ERRORO
,,Information output file,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,INFO.OUT,OUTINFO
,,ORYZA log file,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,ORYZA_LOG.OUT,
,,Detailed Century SOM output,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,SOMLIT1.OUT,SLDET
,,,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,TEMP.bat,OUTBAT
,,Warning messages,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,WARNING.OUT,OUTWARN
,,"CSCER, CSP information output file",,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,WORK.OUT,
,,List of output files generated,,,!Information files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,LUN.LST,LUNLST
ET,,extended summary output file,,,! MJ & SK Climate change summary output file,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,ETSUMMRY.OUT,OUTEX
UFVBC,,"Velvetbean caterpillar (Anticarsia gemmatalis), no. m-2",,no. m-2,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
UFSBL,,"Soybean looper (Pseudoplusia includens), no. m-2",,no. m-2,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
UFSKB,,"Southern green stinkbug (Mezara viridula), no. m-2",,no. m-2,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
UFRKN,,"Root-knot nematode (Meloidogyne spp.), no. cm-3 soil",,no. cm-3 soil,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
IBCUT,,"Cutworm, no. m-2",,no. m-2,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
LFMIN,,"Leafminer (Aproaerema Modicella-Deventer) no.m-2, m2 m-2 leaf damage",,m2 m-2 leaf damage,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
MOW,,"Top weight left, kg/ha",,kg/ha,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
PSTDS,,"General pest and diseases losses due to rot, tikka, leafminer, etc.",,etc.,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
PCLA,,"Defoliation, %",,%,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
PDLA,,"Diseased leaf area, %",,%,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
PRP,,"Reduction in photosynthetic rate, %",,%,*Diseases and Pest Organisms,PEST.CDE,*PEST CODES,! DSSAT v4.7; 09/01/2017,,,
!E,,On reported emergence date,,,*Start Simulation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!I,,When initial conditions measured,,,*Start Simulation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!P,,On reported planting date,,,*Start Simulation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
S,,On specified date,,,*Start Simulation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
Y,,Yes,,,*Simulation/Options/Water,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
N,,No,,,*Simulation/Options/Water,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
Y,,Yes,,,*Simulation/Options/Symbiosis,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
N,,No,,,*Simulation/Options/Symbiosis,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
U,,Unlimited N,,,*Simulation/Options/Symbiosis,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
W,,Read from weather file,,,*Simulation/Options/CO2,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,,,
M,,"Actual CO2; Mauna Loa, Hawaii (Keeling curve)",,Keeling curve,*Simulation/Options/CO2,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,,,
D,,Use default value (380 vpm),,380 vpm,*Simulation/Options/CO2,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,,,
M,,Measured data,,,*Simulation/Methods/Weather,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
G,,Generated(WTG files),,WTG files,*Simulation/Methods/Weather,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
W,,Simulated internal(WGEN),,WGEN,*Simulation/Methods/Weather,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
S,,Simulated(SIMMETEO),,SIMMETEO,*Simulation/Methods/Weather,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
M,,As reported,,,*Simulation/Methods/Initial Soil Conditions,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!S,,Simulated output from previous model run,,,*Simulation/Methods/Initial Soil Conditions,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
F,,FAO-56,,,*Simulation/Methods/Evapotransportation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!D,,Dynamic Penman-Monteith,,,*Simulation/Methods/Evapotransportation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!P,,FAO-24/(old Penman),,old Penman,*Simulation/Methods/Evapotransportation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,Priestley-Taylor/Ritchie,,,*Simulation/Methods/Evapotransportation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!Z,,Hourly energy bal. method,,,*Simulation/Methods/Evapotransportation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,Ritchie method,,,*Simulation/Methods/Infiltration,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
S,,Soil Conservation Service,,,*Simulation/Methods/Infiltration,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
N,,No mulch effects,,,*Simulation/Methods/Infiltration,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
C,,Canopy curve (daily),,daily,*Simulation/Methods/Photosynthesis,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,Radiation efficiency,,,*Simulation/Methods/Photosynthesis,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
L,,Leaf photosynthesis response curve (hourly),,hourly,*Simulation/Methods/Photosynthesis,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,Ritchie water balance,,,*Simulation/Methods/Hydrology,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
G,,Ceres (Godwin),,Godwin,*Simulation/Methods/SOM,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
P,,Century (Parton),,Parton,*Simulation/Methods/SOM,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,Ritchie-Ceres,,,*Simulation/Methods/Soil Evaporation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
S,,Suleiman-Ritchie,,,*Simulation/Methods/Soil Evaporation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
1,,Model-specified soil layers,,,*Simulation/Methods/Soil Layer Distribution,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
2,,Modified soil profile,,,*Simulation/Methods/Soil Layer Distribution,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
3,,Unmodified soil profile,,,*Simulation/Methods/Soil Layer Distribution,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
A,,Automatic,,,*Simulation/Management/Planting,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,On reported date,,,*Simulation/Management/Planting,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
A,,Automatic when required,,,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
N,,Not irrigated,,,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
F,,Fixed amount automatic,,,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,On reported dates,,,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
D,,Days after planting,,,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
P,,"As reported through last day, then automatic to re-fill (A)",,A,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
W,,"As reported through last day, then automatic with fixed amount (F)",,F,*Simulation/Management/Irrigation,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!A,,Automatic when required,,,*Simulation/Management/Fertilization,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
N,,Not fertilized,,,*Simulation/Management/Fertilization,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
!F,,Fixed amount automatic,,,*Simulation/Management/Fertilization,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
R,,On reported dates,,,*Simulation/Management/Fertilization,SIMULATION.CDE,*Codes for Simulations Options,! DSSAT v4.7; 09/01/2017,IB,,
