@CDE,LABEL,DESCRIPTION,SYNONYMS,UNIT,CATEGORY,SOURCE_FILE,FILE_DESCRIPTION,DSSAT_VERSION,SO,NAME,ALIAS
GS003,,50% of plants with at least 3 apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V3,
GS004,,50% of plants with at least 4 apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V4,
GS005,,50% of plants with at least 5 apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V5,
GS006,,50% of plants with at least 6 apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V6,
GS007,,50% of plants with at least 7 apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V7,
GS008,,50% of plants with at least 8 apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V8,
,,50% of plants with at least n apical meristem,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
,,50% of plants flowering,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R1,
GS009,,50% of plants at harvest maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R7,
GS014,,Start Simulation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS010,,Sowing Date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS016,,Time of harvest,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Codes - Potato (SUBSTOR Version 4.5),,SUBSTOR Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS007,,50% of plants with some part visible at soil surface,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VE,
,,50% of plants with 1 developed node on the main axis,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V1,
,,50% of plants with 2 developed node on the main axis,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V2,
,,50% of plants with n developed node on the main axis,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
GS001,,Tuber initiation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,T1,
,,T1 + 20 days,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,T2,
,,T1 + 40 days,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,T3,
GS002,,Harvest maturity.  Green canopy cover 20% of the maximum achieved,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,T4,
GS005,,Sowing Date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS006,,Germination,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS014,,Start Simulation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS020,,Time of harvest,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,"Development Codes - Cereal Crops - Zadoks,1974",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
,,Germination,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,00-09,
,,Seedling growth,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,10-19,
,,"Tillering, no. of tillers + 20",.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,20-29,
,,Main shoot plus 1 tiller,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,21,
,,Main shoot plus 2 tillers,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,22,
,,"Stem elongation, no. nodes + 30",.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,30-39,
,,1st node detectable,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,31,
,,2nd node detectable,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,32,
,,Booting,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,40-49,
,,Reproductive organ emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,50-59,
,,Flowering,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,60-69,
,,50% flowering (anthesis),.,anthesis,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,65,
,,Milk development,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,70-79,
,,Dough development,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,80-89,
,,Physiological maturity (soft dough),.,soft dough,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,85,
,,Ripening,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,90-99,
,,Harvest maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,93,
*Growt,,Development Codes - Barley (CERES Version 4.5),,CERES Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,Maximum Primordial,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS002,,End of vegetative phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS003,,End ear growth,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,Ear Emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS005,,End of grain filling phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS006,,50% of plants harvest maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS007,,Sowing date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS008,,50% of plants germinated,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS009,,50% of plants with some part visible at soil surface,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Codes - Millet (CERES Version 4.5),,CERES Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,End Juvenile phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS002,,Floral initiation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS003,,End of leaf growth,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,Anthesis,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS005,,End tiller flowering,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS006,,Harvest maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS007,,Sowing date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS008,,Germination,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS009,,Emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Codes - Rice (CERES Version 4.5),,CERES Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,End Juvenile phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS002,,Panicle initiation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS003,,Heading,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,Begin grain filling,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS005,,"End of grain filling phase, main plant",.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS006,,Maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS007,,Sowing date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS008,,Germination,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS009,,Emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS010,,Pre-germination sowing,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS011,,Transplant,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS012,,"End grain filling, tillers",.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS013,,Start simulation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS014,,Harvest,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Codes - Sorghum (CERES Version 4.5),,CERES Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,End juvenile phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS002,,Floral initiation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS003,,End leaf growth,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,End panicle growth,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS005,,"End grain filling, main plant",.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS006,,Maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS007,,Sowing date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS008,,Germination,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS009,,Emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Codes - Wheat (CERES Version 4.5),,CERES Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,Terminal spiklet,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS002,,End of vegetative phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS003,,End ear growth,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,Ear Emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS005,,End grain filling phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS006,,Maturity,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS007,,Sowing date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS008,,Germination,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS009,,Emergence,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Codes - Velvet Bean (CROPGRO Version 4.5),,CROPGRO Version 4.5,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
! Fehr,,".,1971",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,et al,
@CDE,,DESCRIPTION.........................................................,SYNONYMS,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,NAME,
GS000,,None,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS001,,50% plants w some part visible at soil surface,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,VE,
GS002,,50% plants w completely unrolled leaf at unifoliated node,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V1,
,,50% plants w completely unrolled leaf at 1st node>unifoliate,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V2,
,,50% plants w 3 nodes on main stem above unifoliated node,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,V3,
,,50% plants w n nodes on main stem above the unifoliated node,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Vn,
GS005,,50% plants w one flower at any node,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R1,
,,50% plants w flower at node immediately below last unrolled leaf,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R2,
GS006,,50% plants w 0.5cm pod at one of the 4 upper nodes with unrolled lf,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R3,
GS007,,50% plants w 2.0cm pod at one of the 4 upper nodes with unrolled lf,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R4,
GS008,,50% plants w beans beginning to develope,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R5,
GS009,,50% plants w pod w full-size green beans at 1 of 4 upper ur lf nodes,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R6,
GS010,,50% plants w pods yellowing,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,R7,
GS003,,50% plants completed juvenile phase,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS004,,50% plants completed floral induction,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS012,,50% plants w last mainstem node,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS013,,Time of last leaf area expansion,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS014,,Start Simulation,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS015,,Sowing Date,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
GS016,,Time of harvest,.,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,,
*Growt,,Development Stage References,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,h and,
"Boote,",,1982.  Growth stages of peanut (Arachis hypogaea L.).,,Arachis hypogaea L.,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,K.J.,
,,nut Sci. 9:35-40.,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Pea,
"Fehr,",,"C.E. Caviness, D.T. Burmood and J.S. Pennington.  1971.  Stage of",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,"W.R.,",
,,"elopment descriptions for soybeans, Glycine max  (L.) Merrill.",,L.,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,dev,
,,p Sci. 11:929-931.,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Cro,
"Groot,",,"., M.K. Kropff, F.J.H. Vossen, C.J.T. Spitters and R. Rabbinge.1986.",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,J.J.R,
,,ecimal code for the developmental stages of maize and its relation,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,A d,
,,accumulated heat units.  Netherlands J. of Ag. Sci. 34:67-73.,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,to,
Intern,,l Benchmark Sites Network for Agrotechnology Transfer 1988,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,ationa,
,,hnical Report 1. Experimental design and data collection procedures,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Tec,
,,"IBSNAT. 3rd.edition revised. Dept.of Agronomy and Soil Science,",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,for,
,,"lege of Tropical Agriculture and Human Resources, University of",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Col,
,,"aii, Honolulu, Hawaii 96822, USA",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Haw,
"Regel,",,and P.J. Sands.  1983.  A model of the development and bulking of,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,P.A.,
,,"atoes (Solanum tuberosum L.).  IV. Day length, plant density and",,Solanum tuberosum L.,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,pot,
,,tivar effects.  Field Crops Res. 6:1-23.,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,cul,
Ritchi,,. and J.J. Hanway.  1982.  How a Corn Plant Develops.  Special,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,"e, S.W",
,,"ort No. 48, Revised February 1982.  Iowa State Univ. of Science and",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Rep,
,,"hnology.  Ames, Iowa: Coop Ext. Serv.",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,Tec,
Tottma,,. and R.J. Makepeace.  1979.  An explanation of the decimal code,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,"n, D.R",
,,"the growth stages of cereals, with illustrations.  Ann. Appl. Biol.",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,for,
,,221-234.,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,93:,
Zadoks,,", T.T. Chang and C.F. Konzak. 1974  A decimal code for the growth",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,", J.C.",
,,ges of cereals.  Eucarpia Bulletin 7.,,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,sta,
Zadoks,,", T.T. Chang and C.F. Konzak  1974  A decimal code for the growth",,,*Growth and Development Stage References,GRSTAGE.CDE,*Phenological/Growth Stage Codes,DSSAT v4.7; 09/01/2017,,", J.C.",
EB,,Daily soil-plant-atmosphere output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,ET.OUT,OUTET
PH,,Daily evapotranspiration output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,ETPhot.OUT,
FN,,Daily flood water nitrogen output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,FloodN.OUT,FLDN
FL,,Daily flood management output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,FloodW.OUT,OUTFLD
MO,,Daily management operations output file,,,!Daily output files,OUTPUT.CDE,*CSM OUTPUT FILES,! DSSAT v4.7; 09/01/2017,,MgmtOps.OUT,OUTM
